,pk_business_customer_id,entity_id,customer_segment_id,company_name,company_address_street_name,company_address_street_number,company_address_apartment_number,company_address_city,company_address_postal_code,company_address_country_id,company_registered_number,company_vat_number,company_legal_form,company_start_date,company_status_id,company_nace_basic_id,auxiliary_nace_segments,us_person,is_fatca_reportable,fatca_status_id,kyc_risk_level_id,number_of_multisignature_users,multisignature_limit,is_migrated,customer_status_id,mpts_identification_data,legal_language_id,registration_date,pk_snapshot_date,record_creation_date,insert_job_id,cashdirector_transaction_history_sent,reconciliation_hash
220,17397,2caa71ca-b2da-4bc7-8e5f-d76af44d0c7f,2,DI1Y1GvsLAtLM1sflv8N+WUVpmga24uXuBz29ffxNiTmIzjOasn2pS1ScZLxYL4H,vCorbjQedWeM7KGmXPRGiTO8mVw+kyTnhcVWCT3SHZCwTXhTBbMuMm4DktJIFCPK,c2VOLVDFwNJ8x+L470Jk+e5TU+/oTQdCavG9PMwh444=,Ui8RSn04QvVI0xHXj6jhltWnfiMVnmMpPskmMnl4bI0=,Binche,7133,1,0548878458,0548878458,015,2014-03-25,000,49410,"[49410, 49410, 68100, 52290, 49420, 49410]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131495080"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
221,17401,4f22c563-ab68-4b2d-a7d5-4d6989de8c53,2,iazI9i/eBA5EoEs8jECfNuWE9YSk5Ehuk3LImO/zRUQ=,MALcfjy1UkpE6nzA4KFloFYkSCEzYUwmHVd2Pw8y4kOeInmpC2XsYoPs+yAx5cTq,ub9qR/4x697oTtV/00/c3Z4TUUPctKDyagFEmQxlPXM=,ZL/3aDlC4pRW0Rna6dEH18GEr4xpx76Q6ah7x5A/JGU=,Virton,6762,1,0451821842,0451821842,014,1994-02-10,000,17120,"[17120, 17120, 17110, 17120, 46492]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
222,17402,05fa9e7f-df08-495d-94ff-a5c0f2498633,2,ojJswVEx17cnjvPLEb+axvL57fDli0QIGm/b8cY7NQc=,mws+BuamKRTS76oq1sHsTGkq/0JjmYnn6zqrt/jXhiR680k23Q5rPN1zY0R29UkG,69m9p6aTYH0kuJ9ghtiDBnS2v9VXJg6boed3gM9GnIo=,lKV2wLcFzBCC8lEjWKEBpDlPjs6d5Z3cTHkH5j6RuIc=,Evergem,9940,1,0464489646,0464489646,014,1998-10-30,000,70220,"[70220, 70220]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
223,17406,566ffb47-7b41-4449-a9f9-f762b2fda099,2,+HZMaV3pbPub3B3catMcaL5RoPE/PgYVPU26SpTZMlY=,bDOsV+i+ChXyIWsvVgtflaIEccZUAaIX87I3LRaf7CY=,n5CbFtajZlDFWpnZ06tL2V8ZZP7oZpKIiSewkRnyo4E=,Lz4PldK1iOFH1fX0ndgYE4L6qD2d8b+4LJiRWOdaQfM=,Hechtel-Eksel,3940,1,0438720805,0438720805,015,1989-10-20,000,47591,"[47591, 47591, 47591]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
224,17407,36a46364-f6ff-42be-88da-f449c9682b6d,2,23y9APW/LNPtlwJBd4FRISgER9O8+E76AG7VmPtsoC0=,7v1p0GyFCd6Vb1RoG64YL12At5RI6glIY/4bvs47b9GcPPJkt1t7MQZp396uHgwV,rxtC3v0txPkTy+P/R6VeFYJFJHf7myVqf/mVT25G1Iw=,H9ExVVIWmTENgci1RWh5rOCQE3XcrM/dlsj+Ld2C9mg=,Nivelles,1402,1,0401905939,0401905939,008,1968-01-01,000,46494,"[46494, 46494, 46741]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
225,17409,c323a13a-0a60-4351-81da-74040203ae33,2,Vij4/e9x4x2ZvtDoeVh6HKBtgJIHoZLQpxqfMY1CukjeF3OerupSJNu2iqZfCUuT,7pGjDy1E8DfyrC3UYo/NjEm2kq2pRlAMJA1AX5c8M8HS20n3QUC8iUs7mDUjlvw+,5GBxQ3bLdAmkwBma2qUzLv7Kx/hxW1WtQSShPcZCmW4=,kHyfuFxLYW8kJEcFtxyzBZ9Lb1nXJJA8m/3ykl+tSkM=,BARCELONA,08006,155,B60109352,B60109352,651,1992-05-28,000,6399,"[6399, 6399]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""119410410"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
226,17410,cbb106f6-776f-40d4-9a08-e32d585635b4,2,cmvU3mSOQVAdHcN1ujOSuT2WyBV6ZBmwf0j4aH2WWHM=,hdFAErG9BH0yT79y5zwYtrwGllpthpZRcP8plftXJ/Pl/o610JY2Jtpi4yMgrCpG,120f5/DHDstY2nGYS6kmyGhCtTIw36y7oWu9RUFh7W0=,pWY0HzmRRdmb7oKlg+s61L+b9mKQjMQJphksfopAldI=,Flémalle,4400,1,0504950029,0504950029,014,2013-02-15,000,46392,"[46392, 46392, 46389]",False,,,4,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131478560"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,3a1fed1a210fbd0abc2c918d48aa8cccba9c9acfe1f244c7b9bc96284650031a
227,17411,df2d46e5-ee9b-4395-8a5d-218607bcfb2f,2,UpgDXe5Yp1i7I7Ji2hbR1Az9Ezt5kBeu1L6zU3lTqsncGpxIX1uRhFHXOHzONgfp,hh3Ue2z2KQjuWQk+Tzbz0FVufDkiHnHWezzrlTUkdFJNvpUT1oUapxEUlXNBhDNi,2PP8B6Z3XlwnsCTbO/ZkZPYzsiGwT0ywAp8HHL39cRk=,Fi6oQX9mSRUFYvnywl3BfiAz1JDqzaHzzoEcPyzigRk=,ISLANDS-FL 33154,BAY HARBOR,175,US460646999,US460646999,999,2012-02-14,000,4634,"[4634, 4634]",True,,,4,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131495260"",""mpts_client_internal_id"":""""}",3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,8f4376854eceb7994afc0863bfe1d6964012ee54baccadcdbd5131df7fc117a7
228,17415,f243e7f5-f236-438f-9785-143ae4bbfd9f,2,sjGtcK7lkPJidwVv9KqAQuIr9JVkQ9e9CGuXkVYyl30=,+pJGAncptn783wMYcNjh4ku1wguDC8wDJE85gXaZy10LFZk7XacfNqJ58/j71iDt,lHLRgdrKBlLXtgz8/sI54wEpc7i5E55wyJTrSk7rw+U=,zQNtW9xQr2reeUXQdSYNjzSbJ6DoDMO8y0yj9Am9R0Q=,GOSSELIES,6041,1,0430467687,0430467687,014,1987-02-13,000,4110,"[4110, 4110]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
229,17416,435df68d-8b18-4cf4-bfe4-6e7a7689b031,2,LKIALxv3thHmtXdOKeJIEOyPSaUlkjPpBs6ljaB7aY15gv1vzBxB7GOVPshEMo0qIclmfZBrav8+/bTKPiBjlw==,5pSKa0XT3NkRKCw+sQ+vICVCotg3DWZgiVhTW2WO9JA=,1pJlTEUMgD1HdKXl+U/zvJtEkHPZC4EaQLBr4UYEKNY=,Elgl3aW0cqabjFApWpOgM8q2VWuYQxgW6I37Bk1FUfc=,Genappe,1470,1,0507598030,0507598030,017,2014-09-03,000,9499,"[9499, 9499]",False,,,4,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131479140"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
230,17422,8659dff2-3198-42d4-9c36-7281ff45248a,2,vsufmtmw3H40cyF3Gda5Mb9zx6TFpxnklHs/lLVNWbrpSXaOg0ejsbVM/F9GWPtH,d5HlEHkMfTEVNPDSwnZ3U9Ul85qEeXjOtDcRgADaV76Wj5W0076ILrdd6rXBPkaV,BRRZamYCnTpL3mEX7xXMbDn5+RYkBaJdZ2CEiaSs0yc=,xQlySY/MopRiaV+GINlkUiFt2pRsZ4j1PH0WLDJ3aQk=,MADRID,28010,1,0888059150,0888059150,999,2007-03-19,000,69101,"[69101, 69101]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
231,17423,048b841d-f6b0-4340-9628-7c97a79db05e,2,KqhO1ZJND3sCvl8sL3zok9e2e2z7UFZExvM81L8lEI9t68zDrdmqfxsZNuq/SR4r,o/5EJ+PKYDoEly7GzeuNxkxUTs6x8HVHX7EJ9gloWFSm9lnJwSzQSgntAa+SSf8F,kx3bhgRzvCjPyIX6mG7K9VQTgWnrxPtiFZpWp4m5nHM=,NOoQ2uP8CJCETkK+hKNe76qcTOVOlVE2xGO+Tl7fk1A=,CASTEAU (SOIGNIES),7061,1,MIGRATION,MIGRATION,017,2019-01-31,000,9810,"[9810, 9810]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""131478960"",""mpts_client_internal_id"":""""}",3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
232,17425,124dbed7-c6f3-4add-93d5-c426c3127cf3,2,sKXF+0B/sInOVQHAiCqR6CeRDJNiDj+9rLeU07QMGGUocGAxfdE5k/g3Gy+lUbBVQDYJmcp7ySrQQ3oBQZOcRA==,EYBq/EKhTQg3ugyn73wIVrqrvL7VEpH4HsUjBLLBbfqsX3alwYnSnK8DWyylBzKw,6jCX+D7y0P3uOgXEUr/cvKyrUhXmw0HeOqCK9hK9WDo=,4A5oy4CdtkNgZNfsTa8mBCG/i7bvn2MvDOrGafO70i8=,GOSSELIES,6041,1,0884341575,0884341575,014,2006-10-11,000,6420,"[6420, 6420]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
233,17426,17928352-10e6-4581-8043-52641bffd7a9,2,xpivCD4hr5zgCA+far93R4s5Z4agccc0LMMeMfnlU5vkkrBaL75Y8bAHO/caJbwb,V1vloa8dauBOny5OWABpN+YOu+XfCGNLNftFTHHIlUHT5rFqV3/u8+lFp+dz83nv,y1hrcNjPxspvgG+9EPhjmrs/BNZ6VYF7vQN/VhEaE1I=,SqgJqxeUCuIfPj7AekoN2Yp7xv5j6h9shsVn/11ToLI=,Rixensart,1330,1,0843717480,0843717480,015,2012-02-16,000,8623,"[8623, 8623]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""119410150"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
234,17428,fa0d2205-21d7-4f2d-85ff-689d8479c4fa,2,0wFs3QqY4Gue4UTzwUoRmH62nivA6quwVpaX477J5do=,WTCJB7hX61PWL4ttcfH0AmJdm3HCCjXj2s2MEGGWwBxXbDjKTaUfeiCf8dnEOO2+2rz492DLzITjD/XL0Toipw==,V4NnhZc8hpPH7lnT9nc6q1rzbPKt+5L3U1FZm0wlcRc=,ijmiMkWxKNYAHW7Vye6pSISWuTcKpPiaNVuGwKipneI=,Tournai,7500,1,0870407229,0870407229,015,2004-12-06,000,70220,"[70220, 70220]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
235,17430,45f8727d-788d-4f5b-8134-bdb7fbb5af44,2,ewQ+iOw+6kpqg97W6T3ejcjj1GkNkZliuxCv9VtO/SfrDKXlb3/rc8drQp3T4WZY,uU+ZpSU1fSYtlBqaOzEKJKFlmj2WyvCPzdQaOhz6ltA=,SOZc5BLt/q35yT3hRiaqXnOVpGE7qYO3EjW6gMUq2A0=,ZZBzXDnkTZ5OlGAxHrgzEMfJ9F4Kr1lExtRAQ8kg1CM=,Affligem,1790,1,0455684422,0455684422,015,1995-06-28,000,85592,"[85592, 85592, 68322, 85599, 68321]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
236,17439,b70a3fd4-1636-4a5a-be24-2d18d23c595b,2,C9F6rMhxk/kZW+C/3SEhxdaYV2ELak4zTS+w9VWrfKM=,pXANTnhX2ntbXGq1UOhJO4OeMzZf3ajliWD063397QBU6fDKLduQmmKGLKBephp9ZCpDn6Kyx7TveQbEcFD7kg==,l6p7BJUSCVxRfn21fy8BhFsISDeR/LdNPZmYDD4FsXA=,pLpzePfRNQeMAm20aMeh9oGZv2cpfO0oJ+R3NjjASWk=,CHARLEVILLE-MEZIERES,8000,60,FR50423123066,FR50423123066,999,1999-06-01,000,4643,"[4643, 4643]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
237,17440,19715432-b0df-443b-a734-e0693c9a60d3,2,/1hq83XanPcv4lNqBxRs0gr8rwjJNFgG9AUg8PNCe4E=,FTsFw3hmZpT+PaE4Oy/YA9Kvy00FxgWuRr2OQAApfImCgRRtQyayjnYjxfkWDDwX,9igTyeygzZ9uQwT0HU5Tsqx4Bhxru2NYzPhv66UhiDc=,RrT0UJiJgoBSa5OcRBeu+HEzXhDRl5IoC7YWhXDrr+c=,Herstal,4041,1,0446425969,0446425969,014,1992-01-22,000,28410,"[28410, 28410, 28410, 46140, 46620]",False,,,4,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
238,17441,1bc7845f-e65e-427a-a13b-711b5712cfc2,2,0vbf6ZnQq984zwJautdz5IXU+A0tpTiitkX3BmAKjE4=,sw2N1C+5u/F2iWaHp/9YCs1UBOAa/A7T43xYeXpg5/Q=,oN9EvqrrBtTSJU7fWwhD85yix8gddnpZDhJ0pocoCWQ=,uGjXd+RtBkbOtbSzmlC0yli1LMBDMpR/TCG61hZb6xU=,Maasmechelen,3630,1,0432218538,0432218538,014,1987-10-08,000,47192,"[47192, 47192, 47112]",False,,,3,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
239,17443,41986f45-b371-4b9e-a7c1-b7487aca419e,2,ua6cCXA3hUfBUdRJcRZTXTNkQjfCZ0OkgZ52YUeCPnE=,ecKg1+MIJD0Ho6/P0R0aTmBiJl3rQaM27sBWtGfVNSI=,Ocpxw+BXwv9ke/KNjxyGa5q1+xyUeaX6XAf+ACIHy3c=,tVMjSrfinFRRKfsxd7KSVAsjKO3LuRRBbw+87wRziHY=,Bocholt,3950,1,0506776993,0506776993,015,2014-12-11,000,47599,"[47599, 47599, 64200, 47591, 71112]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
240,17446,a0d05a79-5dad-49d6-9f34-b2e8a12be129,2,P+j6+E/cV/z+kYL9Au8N1R5bhpLsy3yW2IDFMi+uRAM=,hkHd2+xpaNPawu6FrK8DFPy5hbQUWPPQV3XWRlQzHjc=,gj9ViC1VSbjMFja5mE0BlUBUjL3b3yNqPERCUvDC8YY=,WmKwfSlYzVIUiJJfDjRQBGI8wKQIY7VOdiA2MaXpEiM=,Hasselt,3500,1,0835721613,0835721613,014,2011-04-22,000,92000,"[92000, 92000]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
241,17447,44c15948-1253-46e2-a280-4b6da982fc0b,2,H+VVCOG3cYBXa5kkwaWgvG20CwWOHfCcJRsXzFOfe04=,KH2JrEqquKWy6R3OcNDwh8r/ZJ5MwLz0vjhysnQP5DPZ4HV4EgHNtJWsoP40H+pb,t5nhpVRvwYnOIxq7wBaFVqHlWOGyeXq+n6yTmFJ4uCk=,NFRPhcB8Zjr8zwhOrVgW7uYiWc7g3BMozTLdhjuGcDI=,Koekelberg,1081,1,0827983486,0827983486,015,2010-07-22,000,46190,"[46190, 46190]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""119411030"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
242,17452,d041c6d1-47a6-44fd-be95-1f95c75ec105,2,/9nphvbhYy69MX5pncW5GK66a/yaAzXRkn4EO5NXolE=,KE/ceWYarluJwNbxLoj6OOEvgAvRUK7RCFj2aujwkBDKdZV2YUXUNZqoN3XNawKG,hq40hYJBIfh46TcdFrXNbr4COPqUG2pxcBjHaqLecPk=,6IzWG8LYWSEPMYCVTPJM3wGH31PcbdP+8xF7YTkXaWk=,Roma,00144,1,0479450511,0479450511,011,1961-04-01,000,70210,"[70210, 70210]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""119437950"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
243,17454,1ff2d89c-0f54-41b0-8e9a-2d4c611b5a4f,2,y7SCBNBTXInxq5siMHnHyQDzKibNYN8cNqfCOOwip/9ZtD+/rfWZqQwxAZKrN1IkaT+lhedk/l9CxTf0NeBcrA==,Su21mGcMdBY8i3hMWPO28+9NrPbHiXv/DjZwqLTFWdk=,Lce3tRMGH9kLLdHZtcCQotf8IROZC0AqteIwxV1jlK8=,Ot+dDcrGKCQ/bKVG4hBDESy3PPa95o2l4CNgrgfd1/w=,SIUNTIO,02580,1,0535974092,0535974092,030,2013-06-26,000,70220,"[70220, 70220]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
244,17456,42ea9157-ed71-4297-92f3-27911851ea54,2,QTd3KPP/GrTBZDxdD8rI3wsupcuUdQdHsl7+3bhOZSPYXo1Jmy3iNeg42/scPafw,RbXRgWf5mhMQn7f8lXgHa7BMJ2nGAz58TL6tS0h6Erk=,Dr50Y5XGG6j0ExauSXlUKWrsDeIGEIY4Z+adEJRAWIk=,lAXfo+Fvu5bO1cctwIx/aAl8HyZygqZ5peblDqULZG4=,ATHENS,10671,66,EL094414116,EL094414116,014,2013-06-28,000,7021,"[7021, 7021]",False,,,2,,,False,1,,3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
245,17462,c84bf34b-d7ea-4664-b435-f759cc026bc4,2,TQtWjdSIPv32m24a7LFFO4ZRXgTwhzyMI6CSZwUBR1A=,TzpSfYxs6wfcWU5NReXf1wAbvX0ogqfoHcONsob1vPw=,qtSk6Upk8ZfNq2INgqhpwCqTz7HIzhSnrFBEEhz7d2I=,1qudb+iwDXiBo7p6YkfWbmpUmf0OsnKCcsPAFq5S+sE=,Drogenbos,1620,1,0826310930,0826310930,015,2010-05-28,000,87301,"[87301, 87301]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
246,17464,343063af-84e9-495d-b7f9-f4cd22ffca21,2,X8SWerf3bK0EJ7Ac0SbYGRVG2G60XBcPzU2hGnIWMyC56Heaq2GTXgemx96DyZaoaU5yZvrwNc4xag+Y34AZkQ==,rWcFlVJcmhqZECA7BA06f0cDqsFPfndNkzYSgnziHu4=,P46JdNZ9OvXRHu/Ab0cY7SB4zlvd0x5xXTTh8CoqIxg=,SejPgsQo0LCccoj/jwJ4HlBLJUcH8ytnaPjK+9TfWWw=,MIAMI,33137,175,263313778,263313778,999,2008-08-29,000,4634,"[4634, 4634]",True,,,4,,,False,1,,3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
247,17469,4be16ddf-0268-4cc1-83fa-e8321ca45f06,2,mnoqkz9fzHeuaj/n8rwdO0vXQbeI78U56UMsm4GHw6Nr0jk6fqRe+Qco0IY//tvn,u/Rkx1v51Dle+Go9AD/Q1E/hVsGHQ4jcGo6iHTEv07wpwgUwHXpTxgPjoE6Pm85H,HU49tGB2NGDsAjMQVEdPW8VKuywEFzGXg0kcsqjCV0Y=,mZyt1/VQHYlvXY+Sz+Q/BSbrdKlR3cRDpvISiSP7keo=,WINDHOF,8399,98,19972221328,19972221328,014,1997-10-31,000,4651,"[4651, 4651]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
248,17474,73b4b5e5-fbf2-4593-ba76-3713a73d1a66,2,9z8tRMJyagYlGCWlyoTK+V/HEkqI0BlH0i2SeNT/HP4=,uZHpLUMXPlv3DJZ9wMjvmh7t3w117SJCVle96XgrZaI=,/8U0KbvqE0JAuuorTkHQOh561NL+9UsN1FvyZU4bhRo=,3qqXMPvm9ox5DnN9SXA4IecA16X1SLte++kad+ZbtX8=,Genk,3600,1,0441943282,0441943282,014,1990-10-10,000,47730,"[47730, 47730]",False,,,2,,,False,1,,1,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
249,17477,ccd01db3-4db4-4a1e-811f-27a2a78be450,2,DouiDRmZ7m6bYlFE0yD9yswBqzX4qDYBneDUm/9rDG/bHqRdb7W/uXWOPw2dYI9Kx9SDR1AHggCLW8US7Av1oED5H2zfcgkeK2FxJVkEVFo=,kISGH8aC1GN4usMyTi7FSFAL0fuP9g13wjBug6jb1rXqzPO3Nsh8bdAU2dsMy+eU,N4vu1JR9Q9kU5MknY6UMmOfK+mghF9tt2jE9OoQiSkM=,6JAfYohM6/pUlmf7TjlpieUXDPjBNN8QIze8nshCVtg=,Farciennes,6240,1,0649977697,0649977697,017,2016-03-16,000,9499,"[9499, 9499]",False,,,4,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
250,17478,2a6ddfa6-31d9-4507-b98d-c3b78261fee1,2,ux+U5pHGZANw7c1QQSjC9MCjzKphXJz5kIMF3GrvjQT/52WAOp1RipqM5VRzILiL,tvOMPfnuf++Gqkip/ruVACOlUcfpP7ohOeBPRQU8jG6xV9AoCHTg6Qj4b3hTanQ7,22RzL9vj1ezVzehrROmHZhfkXjtEbruxLA+vCvvscx8=,FpVQALlvuLsn2S7SsrzwkE3fYdyxxZ8SUKiqSealSvY=,Fernelmont,5380,1,0861572014,0861572014,014,2003-11-10,000,41201,"[41201, 41201]",False,,,2,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
251,17481,623c4413-1623-4ada-8e38-fba87facc3b7,2,fpDch2+d2WEjBUm8eEsmlNfCsDUFjc4kvjgNygmIqPqC+zBXL6wGYTMIsU4VnSYb,iX7RUGSydbY4kVSOsCJSTVQCdeZQHYgRJo04iNwA1SmyY417xF4mcfG4owu7vILS,XHHi4oBoQv6GwInVwFh8Vktez1t/gNzmY/QJPyxB87s=,YA8hTZIo6sYO8u5iR7GlyF6B/G2WbbUmGi2H1ISel2s=,SCANDICCI (FIRENZE),50018,80,04858390489,04858390489,015,1989-01-11,000,4772,"[4772, 4772]",False,,,2,,,False,1,,3,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
252,17482,7b4953c6-f7cd-4e34-b059-9712ae805cea,2,h1BFdbemSfbfuiyL8zFKom858roW9a4G6DoCEDKU9Q5w6cE1W6EaRed1Q79ldSlof/g9dKuAvEb8wfHRiseuBQ==,XRToDhYtOJSwh+FHQ9eIfOv7Y/V31nZHG9fP1RFcd78=,AZ0MMMYdEwDvS5FFHjW221cYslhpStjvAeaUAokAmAM=,UBwYFvqH8l6tHub+VMHus86NVqDR2B2y4lri3hnw8zY=,GEILENKIRCHEN,52511,64,MIGRATION,MIGRATION,999,0001-01-01,000,9900,"[9900, 9900]",False,,,2,,,False,1,"{""mpts_account_external_id"":"""",""mpts_account_internal_id"":"""",""mpts_client_external_id"":""130741210"",""mpts_client_internal_id"":""""}",2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
253,17486,05438bb7-fce6-43bd-acc8-d8d11ab6b9a4,2,A9SYuoqKncWCbHs/9g/JBrArFXJ2FW3FALfaaxihmrk=,+ZQjbTNlwLoEwD6VclwtoqkUCxx+8iaZfrYK/2KxKacQ6/A3Eb1RDwaJMk830WGR,uW0/TZshmMz1ih/5cDVixy0HmVUirLXMIQk/IC0Nyy4=,zOyoUf3Z7exxNLDRj89rwZ+ay9EchmoAxoewNmKYz8w=,Wavre,1301,1,0681969386,0681969386,014,2017-10-02,000,55100,"[55100, 55100, 55209]",False,,,3,,,False,1,,2,,2019-12-31,2020-01-01 01:12:44.215776+00:00,9a9421f68d254571b63a5d9f4f73e22b6109e8e9064052e3aad0423b711da4ad,False,
